m,n,R,s,seed,ker_dim,s_val,decomp_error,w
14,,80,14,0,55,0.0044669121287551,5.182259553175777,0.7742413861457343
14,,80,15,0,55,0.0040262474153125,5.142524075302725,0.765986340140929
14,,80,16,0,55,0.0042313411098565,5.174650313838646,0.8027558460827593
14,,80,17,0,55,0.0039781614695049,5.172116536184184,0.7574450688548564
14,,80,18,0,55,0.0031187214236694,5.139339559119165,0.7687533103582037
14,,80,19,0,55,0.0037206662309487,5.158288592166721,0.815256724569554
14,,80,20,0,55,0.0038505968636162,5.162750597088885,0.8311557387302332
14,,80,21,0,55,0.0029179486601251,5.159343085035633,0.7872189257387331
14,,80,22,0,55,0.0029442573862163,5.143574014807287,0.8159157812671437
14,,80,23,0,55,0.0035136085211583,5.150148842302928,0.8337282220403941
14,,80,24,0,55,0.0031635780270612,5.160403537406009,0.7744967332937522
14,,80,25,0,55,0.0024710247951733,5.1496824463375495,0.8150923569907921
14,,80,26,0,55,0.0031301649393884,5.154095351424724,0.7971657075883575
14,,80,27,0,55,0.0027979162797936,5.116560666548474,0.8663375530985029
14,,80,28,0,55,0.0032043164384494,5.139728280651164,0.79969602588328
14,,80,29,0,55,0.0024652862944732,5.1074698543436075,0.8330215543909546
14,,80,30,0,55,0.0021346215602825,5.117037578519519,0.7819868905781739
14,,80,31,0,55,0.0021601920170934,5.091000988931316,0.8321221667985018
14,,80,32,0,55,0.0025542091007179,5.118021544048411,0.8231190167862049
14,,80,33,0,55,0.0017679087926752,5.13137185407299,0.8040702097212951
14,,80,34,0,55,0.0013595052291214,5.125289985071073,0.7869687447283569
14,,80,35,0,55,0.0021372151772218,5.080693239125909,0.81949768558186
14,,80,36,0,55,0.0021250639833104,5.084334598721858,0.8454837414186175
14,,80,37,0,55,0.0013291621402859,5.0723757662617235,0.822934545745891
14,,80,38,0,55,0.0014852047106617,5.076003302269085,0.8147076349319177
14,,80,39,0,55,0.0015103967048919,5.055408595284229,0.8279338139037183
14,,80,40,0,55,0.0011236165412951,5.033637693538786,0.8071913592643938
14,,80,41,0,55,0.001118912249719,4.981454195468825,0.8400305947606975
14,,80,42,0,55,0.0011850294248757,5.103696526455609,0.8378927177758083
14,,80,43,0,55,0.0010671606505212,4.958525768244174,0.8712242464924425
14,,80,44,0,55,0.0014801221990306,5.007351525542265,0.8177096466914355
