m,n,R,s,seed,ker_dim,s_val,decomp_error,w
11,20,145,145,0,145,0.00021542205678595454,3.4758257112812615e-09,1.2212453270876722e-15
6,38,145,145,0,145,0.0018192844932054216,1.4761417963459012e-10,9.992007221626409e-16
8,28,145,145,0,145,0.002832161525931756,6.272890117200174e-11,8.881784197001252e-16
13,17,146,146,0,146,0.0004807708797686072,2.9439926427953325e-09,9.992007221626409e-16
9,25,147,147,0,147,0.0015189421145764947,2.163165392832623e-10,1.887379141862766e-15
14,16,148,148,0,148,0.0010065731200340565,1.7660133029460974e-08,1.3322676295501878e-15
15,15,148,148,0,148,0.002819118246072182,3.5505039624323543e-10,1.4432899320127035e-15
7,33,149,149,0,149,0.0011383969091199658,1.3397618708594167e-09,9.992007221626409e-16
12,19,150,150,0,150,0.0022576997222281624,1.8905916151704012e-10,1.4432899320127035e-15
8,29,151,151,0,151,0.0008366673107449021,4.0683963497287586e-10,9.992007221626409e-16
10,23,151,151,0,151,0.001114355967891036,4.198303013454244e-10,1.1102230246251565e-15
11,21,152,152,0,152,0.0015212326121765382,1.1706793541888504e-09,1.1102230246251565e-15
